id,brand_name,generic_name,species,dose_mg_per_kg_min,dose_mg_per_kg_max,concentration_value,concentration_unit,concentration_ml,dosage_form,route,frequency,unit_description,notes
"653","Tolfimate (Arabcomed)","Tolfenamic Acid","large_animal","2","4","100","mg/ml","1","injectable","IM/SC","single dose or q48h","50 ml vial (Arabcomed)","Category: NSAIDs. Composition: Each 100 ml contains: - Tolfenamic acid 4 gm Properties: - Tolfenamic acid (N-(2-methyl-3-chlorophenyl) anthranilic acid) is a non-steroidal anti-inflammatory drug (NSAID) belonging to the fenamate group. Tolfenamic acid exerts anti-inflammatory, analgesic and antipyretic activities. - ... | Ref: Cattle/Pigs 2-4 mg/kg IM q48h. Dogs/Cats 4 mg/kg SC q24h x2. Merck."
"654","Tymponal (Plexopharm (Rexall Ph.))","Simethicone...","large_animal","0","0","70","mg/tab","1","tablet","PO","q24h","120ML Solution (Plexopharm (Rexall Ph.))","Category: Anti-bloat (flatulence). Composition: Each 1 ml contains: - Simethicone 70 mg - Turpentine oil 0.3 ml - Anise oil 0.01 ml - Paraffin oil 0.2 ml - Fennel oil 0.01 ml Mode of Action (MOA): - Simethicone is an antifoaming agent that reduces surface tension of gas bubbles. - Turpentine oil decreases the gastrointestinal ferment... | DOSING: Cattle: 100-200 mL PO as oral drench or direct intraruminal injection; Sheep/Goats: 25-50 mL PO. For frothy bloat. Ref: Merck Vet Manual."
"655","Scourden Plus (Plexopharm (Rexall Ph.))","Triple Sulfonamides + Streptomycin","large_animal","0","0","100","mg/ml","1","oral solution","PO","q24h","125 ml Bottle (Plexopharm (Rexall Ph.))","Category: Anti-Diarrheal. Composition: Each 1000 ml contains: - Sulphadimidine 21,300 mg - Sulphaguanidine 21,300 mg - Sulphadiazine 28,400 mg - Streptomycin sulphate 7,600 mg - Neomycin sulphate 1,800 mg - Kaolin 103.3 mg - Pectin 7,100 mg - Sodium chloride 11,333.33 mg - Calcium gluconate 2,200 mg - Magnesium sulphate 600 ..."
"656","Bactozyme (Plexopharm (Rexall Ph.))","Saccharomyces cerevisiae + Digestive Enzymes","large_animal","0","0","100","mg/g","1","oral powder","PO","q24h","100 gm Powder (Plexopharm (Rexall Ph.))","Category: Probiotic. Dry feed Microbial and Enzyme Supplement. Composition: * Each 1000 gm contains: - Saccharomyces cerevisiae 200 Billion CFU - Total Live Bacteria 20 Billion CFU - Lactobacillus acidophilus 2 Billion CFU - Lactobacillus casei 0.4 Billion CFU - Lactobacillus plantarum 1.6 Billion CFU - Enterococcus fae..."
"657","Livarol (Plexopharm (Rexall Ph.))","Betaine + Sorbitol + Liver Stimulants","large_animal","0","0","0","mg/ml","1","oral solution","PO","q24h","120 ml Bottle (Plexopharm (Rexall Ph.))","Category: Liver Tonic. Composition (Each 1000 ml contains) - Milk thistle (silymarin) 4,000 mg - L–Carnitine 100,000 mg - Methionine 55,000 mg - Choline Chloride 75,000 mg - Betaine 60,000 mg - Sorbitol 100,000 mg - Riboflavin 3,000 mg - Beta glucan 20,000 mg - Poly phenols 325 mg - Excipients q.s. 1,000 ml Indications: 1..."
"658","Furosix (N/A)","Furosemide","dogs and cats","5","5","100","mg/ml","1","injectable","IM/IV","q8h","50 ml vial (N/A)","Category: Diuretic. Each 1 ml contains: Furosemide ........ 50 mg Indications: Furosix is indicated in the treatment of oedemata associated with cardiac insufficiency, renal dysfunction, trauma and parasitic disease. It is also recommended for the treatment of mammary oedema and limb oedemata. - Furosix gives rapid ons..."
"659","Aviphosphan (Avico)","Toldimfos + B Complex","large_animal","5","10","28","mg/ml","1","injectable","IM/SC","q24-48h IM/SC","100 ml vial (Avico)","Category: Supportive treatment. Each 100 ml of Aviphosphan contains: - 4-Dimethylamino_2-methylphenyl_phosphonic acid (equivalent to 28 mg phosphorous). - Vitamin B1. 25 mg. - Vitamin B2. 55 mg. - Vitamin B6. 30 mg. - Vitamin B12. 0.5 mg. Indications: • It is used in the treatment of early diseases in young animals that cause a di... | Ref: Cattle/Horses 5-10 mg/kg IM/SC. Supportive liver-phosphorus supplement. Merck Vet Manual."
"660","Cabutazone (Pharma swede)","Phenylbutazone","large_animal","4","4","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Pharma swede)","Category: NSAIDs. Composition Each ml contains: - Phenylbutazone 200 mg Properties: Phenylbutazone is a non-steroidal anti-inflammatory, analgesic and antipyretic drug (NSAID) related to the pyrazolone derivative. The anti-inflammatory and analgesic effects of phenylbutazone depend on its ability to inhibit hypothala... | Ref: Ref: Plumb's 9th Ed. p. 942."
"661","Fasciocure 34% (Pharma swede)","Nitroxynil","large_animal","10","12.5","340","mg/ml","1","injectable","SC","single dose (repeat in 4-6 weeks if needed)","100 ml vial (Pharma swede)","Category: Anthelmintic. Anthelmintic (Halogenated Phenol) Composition Each 1 ml contains: - Nitroxinil 340 mg. Properties: Nitroxinil is a fasciolicide which is effective against Fasciola hepatica infestations and has some activity against gastrointestinal nematodes in cattle and sheep. Nitroxinil acts as an uncoupler of o... | Ref: Cattle 10 mg/kg SC; Sheep/Goats 10-12.5 mg/kg SC. Plumb's Vet Drug Handbook."
"662","Tulthroswede (Pharma swede)","Tulathromycin","large_animal","2.5","2.5","100","mg/ml","1","injectable","SC","single dose SC","50 ml vial (Pharma swede)","Category: Antibiotic (Macrolide). Composition Each 1 ml contains: - Tulathromycin 100 mg. Properties : Tulathromycin belongs to macrolide antibiotics, which have antibacterial action by inhibition of protein synthesis by binding to the 50S ribosomal subunit of microorganisms. Tulathromycin acts against gram negative activity compare... | Ref: Cattle/Pigs 2.5 mg/kg SC single dose. Merck Vet Manual."
"663","Tremazanide (Pharma swede)","Oxyclozanide","large_animal","25","25","34","mg/ml","1","oral solution","PO","q24h","1L Bottle (Pharma swede)","Category: Anthelmintic. Anthelmintic (Salicylanilide) Composition Each 1 ml contains: - Oxyclozanide 34 mg. Properties: Oxyclozanide is a member of the salicylanilide class of anthelmintics. Salicylanilides are hydrogen ionophores which act as potent uncouplers of oxidative phosphorylation. The site of action of these prot... | Ref: Ref: Merck Vet Manual."
"664","Triclafluke (Pharma swede)","Triclabendazole","large_animal","10","12","100","mg/ml","1","oral solution","PO","q24h","1L Bottle (Pharma swede)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Composition Each 1 ml contains: - Triclabendazole 100 mg. Properties: Triclabendazole is a member of benzimidazole group of anthelmintics. It is a newly launched member with a very different spectrum of activity – directed against liver flukes. It is very potent against ... | Ref: Ref: Merck Vet Manual."
"665","Albendazole 2.5% (Pharma swede)","Albendazole","cattle","5","15","25","mg/ml","1","oral solution","PO","single dose PO","1L Bottle (Pharma swede)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Composition: Each 1 ml contains: - Albendazole 25 mg Indications: Cattle: - Roundworms infestation by Bunostomum, Chabertia, Cooperia, Haemonchus, Nematodirus, Oesophagostomum, Ostertagia, Strongyloides and Trichostrongylus spp. - Lungworms infestation by Dictyocaulus vi... | Ref: Ruminants 5-15 mg/kg PO. Horses 5-10 mg/kg PO x 5 days. Merck Vet Manual."
"666","Albendazole 5% (Pharma swede)","Albendazole","large_animal","5","15","50","mg/ml","1","oral solution","PO","single dose PO","1L Bottle (Pharma swede)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Composition: Each 1 ml contains: - Albendazole 50 mg Properties: Albendazole is a broad spectrum anthelmintic against roundworms, lungworms, tapeworms and adult liver fluke in Cattle, Sheep and Goats. It belongs to benzimidazoles which act by interrupting parasite energy... | Ref: Ruminants 5-15 mg/kg PO. Horses 5-10 mg/kg PO x 5 days. Merck Vet Manual."
"667","Flostac 50% (Pharma swede)","Dipyrone","large_animal","25","50","500","mg/ml","1","injectable","IV/IM/SC","q8-12h IM/IV","100 ml vial (Pharma swede)","Category: Analgesic, Antipyretic & Spasmolytic. Composition: Each 1 ml. contains - Dipyrone 500 mg. Properties: Dipyrone is a derivative of the pyrazolon analgesics. It is an effective analgesic, anti-inflammatory and antipyretic drug. These effects are due to its action on the central nervous system, leading to pain relief and quietening of the ... | Ref: Cattle/Horses 25-50 mg/kg IV/IM q8-12h. Dogs/Cats 25-50 mg/kg IM/SC q8h. Plumb's."
"668","Tocosel Forte (Pharma swede)","Vitamin E-Selenium","large_animal","0","0","100","mg/ml","1","injectable","IM/SC","per label","100 ml vial (Pharma swede)","Category: Supportive treatment. Composition: Each 1 ml contains : - dl-alpha tocopheryl acetate 150 mg. (Equiv. to vitamin E 150 IU) - Sodium selenite 1.1 mg. (Equiv. to Selenium 0.5 mg) Properties: Tocosel forte injection composed of Vit. E and Selenium which are essential nutrients for animals. Vitamin E plays an important role ... | DOSING: Per-animal dosing per product label. Cattle/Horses 5-10 mL IM/SC. (NOT standard mg/kg weight-based) | Ref: Ref: Plumb's 9th Ed. p. 1195."
"669","Bykatonic (Pharma swede)","Clanobutine sodium","large_animal","0","0","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Pharma swede)","Category: Choleretic & Liver Tonic. Composition: Each 1 ml contains: - Clanobutine sodium 106.4 mg (Equiv. to Clanobutine base 100 mg). Properties: Clanobutine acts as a choleretic agent by increasing the secretory activity of exocrine digestive glands, increasing bile secretion and by stimulation of pancreatic enzymes such as pepsin,... | DOSING: Per-label volume dosing per animal. Not weight-based mg/kg."
"670","Closaverm (Pharma swede)","Ivermectin + Closantel","large_animal","5","10","5","mg/ml","1","injectable","SC","single dose (repeat in 6-8 weeks)","100 ml vial (Pharma swede)","Category: Anthelmintic. Composition Each 1 ml contains: - Ivermectin 5 mg. - Closantel 125 mg. Properties : - Ivermectin is an endectocide with activity against a wide range of internal and external parasites. It enhances the release of gamma amino butyric acid (GABA) at presynaptic neurons. GABA acts as an inhibitory neur... | Ref: Cattle/Sheep 5-10 mg/kg PO or 5 mg/kg SC. Merck Vet Manual."
"671","Phospho Tonic (Pharma swede)","Toldimfos","dogs and cats","5","10","200","mg/ml","1","injectable","IM/SC","q24-48h IM/SC","50 ml vial (Pharma swede)","Category: Supportive treatment. Composition: Each 1 ml contains: - Toldimfos sodium 200 mg. Equiv. 14% phosphorus ( 28 mg phosphorus ) Properties: Toldimfos is considered one of phosphorus salts that used for the treatment and prevention of hypophosphataemia in cattle and dogs. Indications: - Skeletal defects, rickets and osteomal... | Ref: Cattle/Horses 5-10 mg/kg IM/SC. Supportive liver-phosphorus supplement. Merck Vet Manual."
"672","Levafluke (Pharma swede)","Levamisole + Oxyclozanide","large_animal","25","25","30","mg/ml","1","oral suspension","PO","q24h","1L Bottle (Pharma swede)","Category: Anthelmintic. Composition: Each 1 ml contains: - Levamisole hydrochloride 30 mg. - Oxyclozanide 60 mg. Properties: - Levafluke suspension is a broad spectrum anthelmintic combination contains levamisole hydrochloride as antinematoda and oxyclozanide as a fasciolicide in suspension form. - Levamisole is the l isom... | Ref: Ref: Plumb's 9th Ed. p. 660."
"673","Megluflor (Pharma swede)","Florfenicol + Flunixin Meglumine","large_animal","1.1","2.2","100","mg/ml","1","injectable","IV/IM","q24h max 3-5 days","50 ml vial (Pharma swede)","Category: Antibiotic (Phenicol) + NSAIDs. Composition Each ml contains: - Florfenicol 300 mg - Flunixin ( as flunixin meglumine ) 16.5 mg. Properties: - Florfenicol is a broad spectrum antibiotic that has activity against many bacteria such as Pasteurella multocida, Pasteurella haemolytica, Haemophilus somnus and Mycoplasma bovis. It acts b... | Ref: Cattle 1.1-2.2 mg/kg IV q24h. Horses 0.5-1.1 mg/kg IV/IM q12h. Plumb's Vet Drug Handbook."
"674","Morprofen (Pharma swede)","Carprofen","large_animal","2.2","4.4","50","mg/ml","1","injectable","IV/SC","q24h PO or single SC/IV","100 ml vial (Pharma swede)","Category: NSAIDs. Composition: Each 1 ml contains: - Carprofen 50 mg Properties: Carprofen is a non-steroidal, anti-inflammatory drug (NSAID) with analgesic and antipyretic properties. It acts primarily by inhibiting cyclo-oxygenase leading to reduce the synthesis of prostaglandins and related compounds. Indications:... | Ref: Dogs 2.2 mg/kg PO q12h or 4.4 mg/kg q24h. Cats 4 mg/kg SC single dose. Cattle: 0.7 mg/kg IV/SC. Plumb's."
"675","New Diaclean (Pharma swede)","Neomycin + Sulfaguanidine + Kaolin","large_animal","0","0","571.5","mg/g","1","oral powder","PO","q12h","12 gm Sachet (Pharma swede)","Category: Anti-Diarrheal. Composition: Each sachet contains: - Neomycin sulphate 571.5 mg. (Neomycin base 400 mg.) - Sulfaguanidine 4000 mg. - Kaolin 4000 mg. - Pectin 400 mg. - Vitamin A 80000 I.U. - Bismuth subnitrate 2000 mg. Properties: - Neomycin belongs to Aminoglycosides that acts against Gram-negative bacteria as E.c..."
"676","Metafosphan (Pharma swede)","Butaphosphan + Vit B12","large_animal","0","0","100","mg/ml","1","injectable","IV/IM/SC","q24h","100 ml vial (Pharma swede)","Category: Supportive treatment. Composition Each 1 ml contains: - Butaphosphan 100 mg - Cyanocobalamin ( Vit. B12 ) 0.05 mg. Properties: Butaphosphan is one of organic phosphorus that is involved in all organic systems for improving the process of assimilation. Vitamin B12 is involved in the synthesis of proteins and red cells. In... | DOSING: Per-animal dose. Horses/Cattle: 1-2 mL/100 kg IV/IM/SC. Refer to product label. | Ref: Ref: Plumb's 9th Ed. p. 159."
"677","Oxyclear (Pharma swede)","Oxytetracycline + Bromhexine + Lidocaine","large_animal","5","10","100","mg/ml","1","injectable","IV/IM","q12-24h","100 ml vial (Pharma swede)","Category: Antibiotic (Tetracycline). Composition: Each 1 ml contains: - Oxytetracycline Hydrochloride 50 mg. ( eq to 46.3 mg of Oxytetracycline ) - Bromhexine Hydrochloride 3 mg. (eq to 2.74 mg Bromhexine) - Lidocaine 20 mg. Properties: - OxyClear is a synergistic combination between Oxytetracycline & Bromhexine. - Oxytetracycline is a... | Ref: Cattle/Sheep/Horses 5-10 mg/kg IV/IM q12-24h (short-acting) or 20 mg/kg IM q48-72h (long-acting). Plumb's."
"678","Parabenzole Bolus (Pharma swede)","Albendazole","large_animal","5","15","7.5","mg/bolus","1","bolus","PO","single dose PO","Tablets (Pharma swede)","Category: Anthelmintic. Anthelmintic (Benzimidazole) Composition: Each Bolus (4 gm) contains - Albendazole 0.25 gm Properties: Albendazole is a broad spectrum anthelmintic against roundworms, lungworms, tapeworms and adult fasciola in cattle and sheep. It belongs to benzimidazoles which act by interrupting parasite energy ... | Ref: Ruminants 5-15 mg/kg PO. Horses 5-10 mg/kg PO x 5 days. Merck Vet Manual."
"679","Spectropan 20% LA (Pharma swede)","Oxytetracycline","large_animal","5","10","200","mg/ml","1","injectable","IV/IM","q12-24h","100 ml vial (Pharma swede)","Category: Antibiotic (Tetracycline). Composition: Each 1 ml contains: - Oxytetracycline dihydrate 215.7 mg (Equivalent to 200 mg oxytetracycline) Properties: Oxytetracycline belongs to tetracyclines which act as bacteriostatic antibiotics and inhibit protein synthesis by reversibly binding to 30S ribosomal subunits of susceptible organ... | Ref: Cattle/Sheep/Horses 5-10 mg/kg IV/IM q12-24h (short-acting) or 20 mg/kg IM q48-72h (long-acting). Plumb's."
"680","Spectropan-10 (Pharma swede)","Oxytetracycline","large_animal","5","10","100","mg/ml","1","injectable","IV/IM","q12-24h","100 ml vial (Pharma swede)","Category: Antibiotic (Tetracycline). Composition: Each 1 ml contains: - Oxytetracycline HCl 107.93 mg (Equiv. to Oxytetracycline base 100 mg.) Properties: Oxytetracycline is a broad spectrum bacteriostatic antibiotic. It acts through inhibiting protein synthesis by binding with 30S ribosomal subunits. Oxytetracycline is active against ... | Ref: Cattle/Sheep/Horses 5-10 mg/kg IV/IM q12-24h (short-acting) or 20 mg/kg IM q48-72h (long-acting). Plumb's."
"681","Parafluke (Pharma swede)","Fenbendazole + Rafoxanide","large_animal","8","8","50","mg/ml","1","oral suspension","PO","q24h","1L Bottle (Pharma swede)","Category: Anthelmintic. Composition: Each 1 ml contains: - Fenbendazole 50 mg. - Rafoxanide 50 mg. Indications: Parafluke suspension is a combination of broad spectrum anthelmintic used for the treatment and control of different parasitic infestations in farm animals such as mature and immature stages of gastro-intestinal ... | Ref: Ref: Merck Vet Manual."
"682","Oramectin (Pharma swede)","Ivermectin","large_animal","0.2","0.2","0.8","mg/ml","1","oral solution","PO","single dose (repeat in 2 weeks if needed)","1L Bottle (Pharma swede)","Category: Anthelmintic. Anthelmintic (Avermectin) Composition: Each 1 ml contains - Ivermectin 0.8 mg. Properties: Ivermectin is an endectocide with activity against a wide range of internal and external parasites. It enhances the release of gamma amino butyric acid (GABA) at presynaptic neurons. GABA acts as an inhibitory... | Ref: Cattle/Sheep/Goats 0.2 mg/kg SC or PO. Horses 0.2 mg/kg PO. Plumb's Vet Drug Handbook."
